stage,match_id,team1,team2,scoreline,winner,count,scoreline_pct,matchup_runs,matchup_pct,simulation_runs,simulation_seed
final,M63,Algeria,Netherlands,0-0,Algeria,1,2.0,50,0.2,25000,20260605
final,M63,Algeria,Netherlands,0-4,Netherlands,1,2.0,50,0.2,25000,20260605
final,M63,Algeria,Netherlands,0-5,Netherlands,1,2.0,50,0.2,25000,20260605
final,M63,Algeria,Netherlands,1-4,Netherlands,1,2.0,50,0.2,25000,20260605
final,M63,Algeria,Netherlands,2-3,Netherlands,1,2.0,50,0.2,25000,20260605
final,M63,Algeria,Netherlands,2-4,Netherlands,1,2.0,50,0.2,25000,20260605
final,M63,Algeria,Netherlands,3-2,Algeria,1,2.0,50,0.2,25000,20260605
final,M63,Algeria,Switzerland,0-0,Switzerland,2,20.0,10,0.040,25000,20260605
final,M63,Algeria,Switzerland,0-1,Switzerland,1,10.0,10,0.040,25000,20260605
final,M63,Algeria,Switzerland,0-2,Switzerland,1,10.0,10,0.040,25000,20260605
final,M63,Algeria,Switzerland,1-2,Switzerland,1,10.0,10,0.040,25000,20260605
final,M63,Algeria,Switzerland,1-3,Switzerland,1,10.0,10,0.040,25000,20260605
final,M63,Algeria,Switzerland,2-2,Switzerland,1,10.0,10,0.040,25000,20260605
final,M63,Algeria,Switzerland,3-2,Algeria,1,10.0,10,0.040,25000,20260605
final,M63,Algeria,Switzerland,3-7,Switzerland,1,10.0,10,0.040,25000,20260605
final,M63,Algeria,Switzerland,4-2,Algeria,1,10.0,10,0.040,25000,20260605
final,M63,Algeria,United States,0-0,United States,4,26.7,15,0.060,25000,20260605
final,M63,Algeria,United States,0-2,United States,4,26.7,15,0.060,25000,20260605
final,M63,Algeria,United States,0-1,United States,1,6.7,15,0.060,25000,20260605
final,M63,Algeria,United States,1-0,Algeria,1,6.7,15,0.060,25000,20260605
final,M63,Algeria,United States,1-2,United States,1,6.7,15,0.060,25000,20260605
final,M63,Algeria,United States,1-3,United States,1,6.7,15,0.060,25000,20260605
final,M63,Algeria,United States,2-1,Algeria,1,6.7,15,0.060,25000,20260605
final,M63,Algeria,United States,2-2,United States,1,6.7,15,0.060,25000,20260605
final,M63,Algeria,United States,3-0,Algeria,1,6.7,15,0.060,25000,20260605
final,M63,Brazil,Argentina,1-0,Brazil,491,12.6,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,1-1,Brazil,392,10.1,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,2-1,Brazil,384,9.9,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,2-0,Brazil,364,9.4,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,0-1,Argentina,320,8.2,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,0-0,Brazil,263,6.8,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,3-0,Brazil,204,5.3,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,1-2,Argentina,198,5.1,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,3-1,Brazil,185,4.8,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,0-2,Argentina,138,3.6,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,1-1,Argentina,135,3.5,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,2-2,Brazil,135,3.5,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,4-0,Brazil,88,2.3,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,3-2,Brazil,85,2.2,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,4-1,Brazil,71,1.8,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,0-0,Argentina,70,1.8,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,2-3,Argentina,58,1.5,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,1-3,Argentina,44,1.1,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,0-3,Argentina,37,1.0,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,2-2,Argentina,32,0.8,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,4-2,Brazil,24,0.6,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,5-1,Brazil,24,0.6,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,5-0,Brazil,23,0.6,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,1-4,Argentina,20,0.5,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,5-2,Brazil,17,0.4,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,3-3,Brazil,13,0.3,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,2-4,Argentina,9,0.2,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,4-3,Brazil,9,0.2,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,3-4,Argentina,8,0.2,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,6-0,Brazil,8,0.2,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,0-4,Argentina,6,0.2,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,6-2,Brazil,5,0.1,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,3-3,Argentina,4,0.1,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,4-4,Brazil,3,0.1,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,6-1,Brazil,3,0.1,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,7-1,Brazil,3,0.1,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,2-5,Argentina,2,0.1,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,5-4,Brazil,2,0.1,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,7-0,Brazil,2,0.1,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,5-3,Brazil,1,0.0,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,6-3,Brazil,1,0.0,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,7-2,Brazil,1,0.0,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,7-3,Brazil,1,0.0,3884,15.5,25000,20260605
final,M63,Brazil,Argentina,8-1,Brazil,1,0.0,3884,15.5,25000,20260605
final,M63,Brazil,Belgium,1-0,Brazil,234,18.1,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,2-0,Brazil,176,13.6,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,3-0,Brazil,119,9.2,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,2-1,Brazil,118,9.1,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,0-0,Brazil,117,9.0,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,1-1,Brazil,109,8.4,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,0-1,Belgium,79,6.1,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,3-1,Brazil,69,5.3,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,4-0,Brazil,44,3.4,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,1-2,Belgium,36,2.8,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,4-1,Brazil,33,2.5,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,2-2,Brazil,29,2.2,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,0-2,Belgium,19,1.5,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,3-2,Brazil,19,1.5,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,5-0,Brazil,19,1.5,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,0-0,Belgium,13,1.0,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,5-1,Brazil,8,0.6,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,6-0,Brazil,8,0.6,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,1-1,Belgium,7,0.5,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,4-2,Brazil,6,0.5,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,1-3,Belgium,5,0.4,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,3-3,Brazil,5,0.4,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,0-3,Belgium,4,0.3,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,2-3,Belgium,4,0.3,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,6-1,Brazil,3,0.2,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,1-4,Belgium,2,0.2,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,2-2,Belgium,2,0.2,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,4-3,Brazil,2,0.2,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,7-0,Brazil,2,0.2,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,2-4,Belgium,1,0.1,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,3-4,Belgium,1,0.1,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,4-4,Brazil,1,0.1,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,5-3,Brazil,1,0.1,1296,5.2,25000,20260605
final,M63,Brazil,Belgium,8-1,Brazil,1,0.1,1296,5.2,25000,20260605
final,M63,Brazil,Costa Rica,1-0,Brazil,71,19.3,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,2-0,Brazil,55,15.0,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,3-0,Brazil,44,12.0,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,0-0,Brazil,35,9.5,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,2-1,Brazil,31,8.4,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,3-1,Brazil,22,6.0,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,4-0,Brazil,20,5.4,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,1-1,Brazil,18,4.9,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,0-1,Costa Rica,13,3.5,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,5-0,Brazil,12,3.3,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,4-1,Brazil,8,2.2,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,1-2,Costa Rica,7,1.9,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,2-2,Brazil,6,1.6,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,3-2,Brazil,6,1.6,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,5-1,Brazil,4,1.1,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,6-0,Brazil,4,1.1,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,7-0,Brazil,3,0.8,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,0-2,Costa Rica,2,0.5,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,2-2,Costa Rica,1,0.3,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,2-3,Costa Rica,1,0.3,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,5-2,Brazil,1,0.3,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,6-1,Brazil,1,0.3,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,6-2,Brazil,1,0.3,367,1.5,25000,20260605
final,M63,Brazil,Costa Rica,8-0,Brazil,1,0.3,367,1.5,25000,20260605
final,M63,Brazil,Greece,2-0,Brazil,173,16.6,1045,4.2,25000,20260605
final,M63,Brazil,Greece,1-0,Brazil,172,16.5,1045,4.2,25000,20260605
final,M63,Brazil,Greece,0-0,Brazil,102,9.8,1045,4.2,25000,20260605
final,M63,Brazil,Greece,3-0,Brazil,90,8.6,1045,4.2,25000,20260605
final,M63,Brazil,Greece,1-1,Brazil,89,8.5,1045,4.2,25000,20260605
final,M63,Brazil,Greece,2-1,Brazil,87,8.3,1045,4.2,25000,20260605
final,M63,Brazil,Greece,3-1,Brazil,56,5.4,1045,4.2,25000,20260605
final,M63,Brazil,Greece,0-1,Greece,54,5.2,1045,4.2,25000,20260605
final,M63,Brazil,Greece,4-0,Brazil,49,4.7,1045,4.2,25000,20260605
final,M63,Brazil,Greece,1-2,Greece,28,2.7,1045,4.2,25000,20260605
final,M63,Brazil,Greece,2-2,Brazil,24,2.3,1045,4.2,25000,20260605
final,M63,Brazil,Greece,4-1,Brazil,19,1.8,1045,4.2,25000,20260605
final,M63,Brazil,Greece,0-2,Greece,14,1.3,1045,4.2,25000,20260605
final,M63,Brazil,Greece,5-0,Brazil,13,1.2,1045,4.2,25000,20260605
final,M63,Brazil,Greece,3-2,Brazil,12,1.1,1045,4.2,25000,20260605
final,M63,Brazil,Greece,5-1,Brazil,11,1.1,1045,4.2,25000,20260605
final,M63,Brazil,Greece,1-3,Greece,8,0.8,1045,4.2,25000,20260605
final,M63,Brazil,Greece,4-2,Brazil,7,0.7,1045,4.2,25000,20260605
final,M63,Brazil,Greece,6-0,Brazil,7,0.7,1045,4.2,25000,20260605
final,M63,Brazil,Greece,2-3,Greece,6,0.6,1045,4.2,25000,20260605
final,M63,Brazil,Greece,0-0,Greece,5,0.5,1045,4.2,25000,20260605
final,M63,Brazil,Greece,1-1,Greece,4,0.4,1045,4.2,25000,20260605
final,M63,Brazil,Greece,6-1,Brazil,4,0.4,1045,4.2,25000,20260605
final,M63,Brazil,Greece,0-3,Greece,2,0.2,1045,4.2,25000,20260605
final,M63,Brazil,Greece,2-2,Greece,2,0.2,1045,4.2,25000,20260605
final,M63,Brazil,Greece,7-2,Brazil,2,0.2,1045,4.2,25000,20260605
final,M63,Brazil,Greece,3-3,Brazil,1,0.1,1045,4.2,25000,20260605
final,M63,Brazil,Greece,3-3,Greece,1,0.1,1045,4.2,25000,20260605
final,M63,Brazil,Greece,3-4,Greece,1,0.1,1045,4.2,25000,20260605
final,M63,Brazil,Greece,5-3,Brazil,1,0.1,1045,4.2,25000,20260605
final,M63,Brazil,Greece,7-0,Brazil,1,0.1,1045,4.2,25000,20260605
final,M63,Brazil,Mexico,2-0,Brazil,158,15.3,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,1-0,Brazil,157,15.2,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,3-0,Brazil,111,10.7,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,1-1,Brazil,89,8.6,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,0-0,Brazil,88,8.5,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,2-1,Brazil,73,7.1,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,3-1,Brazil,57,5.5,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,0-1,Mexico,47,4.5,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,1-2,Mexico,40,3.9,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,4-0,Brazil,39,3.8,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,4-1,Brazil,28,2.7,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,2-2,Brazil,24,2.3,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,0-2,Mexico,20,1.9,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,3-2,Brazil,17,1.6,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,5-0,Brazil,16,1.5,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,1-1,Mexico,10,1.0,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,5-1,Brazil,10,1.0,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,1-3,Mexico,9,0.9,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,4-2,Brazil,8,0.8,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,0-3,Mexico,5,0.5,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,6-0,Brazil,5,0.5,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,0-0,Mexico,4,0.4,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,2-2,Mexico,3,0.3,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,3-3,Brazil,3,0.3,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,6-1,Brazil,3,0.3,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,7-0,Brazil,3,0.3,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,2-3,Mexico,2,0.2,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,2-4,Mexico,2,0.2,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,4-3,Brazil,2,0.2,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,5-2,Brazil,1,0.1,1035,4.1,25000,20260605
final,M63,Brazil,Mexico,8-2,Brazil,1,0.1,1035,4.1,25000,20260605
final,M63,Brazil,Netherlands,1-0,Brazil,450,13.4,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,2-0,Brazil,387,11.5,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,1-1,Brazil,341,10.1,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,2-1,Brazil,328,9.7,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,0-0,Brazil,249,7.4,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,0-1,Netherlands,240,7.1,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,3-0,Brazil,204,6.1,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,3-1,Brazil,178,5.3,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,1-2,Netherlands,148,4.4,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,2-2,Brazil,120,3.6,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,0-2,Netherlands,99,2.9,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,4-1,Brazil,77,2.3,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,4-0,Brazil,73,2.2,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,3-2,Brazil,60,1.8,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,0-0,Netherlands,50,1.5,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,1-1,Netherlands,47,1.4,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,1-3,Netherlands,46,1.4,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,2-3,Netherlands,36,1.1,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,5-1,Brazil,29,0.9,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,0-3,Netherlands,28,0.8,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,2-2,Netherlands,25,0.7,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,5-0,Brazil,21,0.6,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,4-2,Brazil,20,0.6,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,3-3,Brazil,18,0.5,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,4-3,Brazil,13,0.4,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,2-4,Netherlands,10,0.3,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,6-1,Brazil,10,0.3,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,1-4,Netherlands,9,0.3,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,5-2,Brazil,7,0.2,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,0-4,Netherlands,6,0.2,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,3-3,Netherlands,6,0.2,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,3-4,Netherlands,6,0.2,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,6-0,Brazil,4,0.1,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,4-4,Brazil,3,0.1,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,5-3,Brazil,3,0.1,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,6-2,Brazil,3,0.1,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,2-5,Netherlands,2,0.1,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,3-5,Netherlands,2,0.1,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,0-5,Netherlands,1,0.0,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,2-6,Netherlands,1,0.0,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,3-6,Netherlands,1,0.0,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,5-4,Brazil,1,0.0,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,6-3,Brazil,1,0.0,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,6-4,Brazil,1,0.0,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,7-0,Brazil,1,0.0,3366,13.5,25000,20260605
final,M63,Brazil,Netherlands,7-1,Brazil,1,0.0,3366,13.5,25000,20260605
final,M63,Brazil,Switzerland,1-0,Brazil,140,15.1,930,3.7,25000,20260605
final,M63,Brazil,Switzerland,2-0,Brazil,124,13.3,930,3.7,25000,20260605
final,M63,Brazil,Switzerland,3-0,Brazil,90,9.7,930,3.7,25000,20260605
final,M63,Brazil,Switzerland,0-0,Brazil,86,9.2,930,3.7,25000,20260605
final,M63,Brazil,Switzerland,1-1,Brazil,79,8.5,930,3.7,25000,20260605
final,M63,Brazil,Switzerland,2-1,Brazil,78,8.4,930,3.7,25000,20260605
final,M63,Brazil,Switzerland,0-1,Switzerland,58,6.2,930,3.7,25000,20260605
final,M63,Brazil,Switzerland,3-1,Brazil,52,5.6,930,3.7,25000,20260605
final,M63,Brazil,Switzerland,1-2,Switzerland,34,3.7,930,3.7,25000,20260605
final,M63,Brazil,Switzerland,4-0,Brazil,33,3.5,930,3.7,25000,20260605
final,M63,Brazil,Switzerland,2-2,Brazil,23,2.5,930,3.7,25000,20260605
final,M63,Brazil,Switzerland,0-2,Switzerland,18,1.9,930,3.7,25000,20260605
final,M63,Brazil,Switzerland,4-1,Brazil,18,1.9,930,3.7,25000,20260605
final,M63,Brazil,Switzerland,5-0,Brazil,18,1.9,930,3.7,25000,20260605
final,M63,Brazil,Switzerland,3-2,Brazil,13,1.4,930,3.7,25000,20260605
final,M63,Brazil,Switzerland,1-1,Switzerland,9,1.0,930,3.7,25000,20260605
final,M63,Brazil,Switzerland,4-2,Brazil,9,1.0,930,3.7,25000,20260605
final,M63,Brazil,Switzerland,2-3,Switzerland,7,0.8,930,3.7,25000,20260605
final,M63,Brazil,Switzerland,0-0,Switzerland,5,0.5,930,3.7,25000,20260605
