stage,match_id,team1,team2,scoreline,winner,count,scoreline_pct,matchup_runs,matchup_pct,simulation_runs,simulation_seed
final,M63,Argentina,England,5-3,Argentina,1,0.1,1355,5.4,25000,20260605
final,M63,Argentina,England,5-4,Argentina,1,0.1,1355,5.4,25000,20260605
final,M63,Argentina,England,7-0,Argentina,1,0.1,1355,5.4,25000,20260605
final,M63,Argentina,England,7-1,Argentina,1,0.1,1355,5.4,25000,20260605
final,M63,Argentina,France,1-0,Argentina,159,11.8,1348,5.4,25000,20260605
final,M63,Argentina,France,2-1,Argentina,133,9.9,1348,5.4,25000,20260605
final,M63,Argentina,France,0-1,France,126,9.3,1348,5.4,25000,20260605
final,M63,Argentina,France,2-0,Argentina,119,8.8,1348,5.4,25000,20260605
final,M63,Argentina,France,1-1,Argentina,113,8.4,1348,5.4,25000,20260605
final,M63,Argentina,France,1-2,France,89,6.6,1348,5.4,25000,20260605
final,M63,Argentina,France,0-0,Argentina,77,5.7,1348,5.4,25000,20260605
final,M63,Argentina,France,3-0,Argentina,69,5.1,1348,5.4,25000,20260605
final,M63,Argentina,France,3-1,Argentina,62,4.6,1348,5.4,25000,20260605
final,M63,Argentina,France,0-2,France,53,3.9,1348,5.4,25000,20260605
final,M63,Argentina,France,1-1,France,45,3.3,1348,5.4,25000,20260605
final,M63,Argentina,France,2-2,Argentina,45,3.3,1348,5.4,25000,20260605
final,M63,Argentina,France,0-0,France,31,2.3,1348,5.4,25000,20260605
final,M63,Argentina,France,3-2,Argentina,28,2.1,1348,5.4,25000,20260605
final,M63,Argentina,France,1-3,France,26,1.9,1348,5.4,25000,20260605
final,M63,Argentina,France,4-1,Argentina,22,1.6,1348,5.4,25000,20260605
final,M63,Argentina,France,2-2,France,21,1.6,1348,5.4,25000,20260605
final,M63,Argentina,France,4-0,Argentina,21,1.6,1348,5.4,25000,20260605
final,M63,Argentina,France,0-3,France,20,1.5,1348,5.4,25000,20260605
final,M63,Argentina,France,4-2,Argentina,17,1.3,1348,5.4,25000,20260605
final,M63,Argentina,France,2-3,France,16,1.2,1348,5.4,25000,20260605
final,M63,Argentina,France,5-0,Argentina,9,0.7,1348,5.4,25000,20260605
final,M63,Argentina,France,0-4,France,7,0.5,1348,5.4,25000,20260605
final,M63,Argentina,France,3-3,Argentina,6,0.4,1348,5.4,25000,20260605
final,M63,Argentina,France,3-3,France,6,0.4,1348,5.4,25000,20260605
final,M63,Argentina,France,5-2,Argentina,5,0.4,1348,5.4,25000,20260605
final,M63,Argentina,France,1-4,France,4,0.3,1348,5.4,25000,20260605
final,M63,Argentina,France,2-4,France,4,0.3,1348,5.4,25000,20260605
final,M63,Argentina,France,6-0,Argentina,3,0.2,1348,5.4,25000,20260605
final,M63,Argentina,France,3-4,France,2,0.1,1348,5.4,25000,20260605
final,M63,Argentina,France,4-3,Argentina,2,0.1,1348,5.4,25000,20260605
final,M63,Argentina,France,5-1,Argentina,2,0.1,1348,5.4,25000,20260605
final,M63,Argentina,France,6-2,Argentina,2,0.1,1348,5.4,25000,20260605
final,M63,Argentina,France,2-5,France,1,0.1,1348,5.4,25000,20260605
final,M63,Argentina,France,4-4,France,1,0.1,1348,5.4,25000,20260605
final,M63,Argentina,France,5-5,France,1,0.1,1348,5.4,25000,20260605
final,M63,Argentina,France,6-1,Argentina,1,0.1,1348,5.4,25000,20260605
final,M63,Argentina,Morocco,1-0,Argentina,25,12.5,200,0.8,25000,20260605
final,M63,Argentina,Morocco,2-0,Argentina,25,12.5,200,0.8,25000,20260605
final,M63,Argentina,Morocco,3-0,Argentina,20,10.0,200,0.8,25000,20260605
final,M63,Argentina,Morocco,1-1,Argentina,19,9.5,200,0.8,25000,20260605
final,M63,Argentina,Morocco,2-1,Argentina,18,9.0,200,0.8,25000,20260605
final,M63,Argentina,Morocco,0-0,Argentina,16,8.0,200,0.8,25000,20260605
final,M63,Argentina,Morocco,0-1,Morocco,14,7.0,200,0.8,25000,20260605
final,M63,Argentina,Morocco,3-1,Argentina,14,7.0,200,0.8,25000,20260605
final,M63,Argentina,Morocco,1-2,Morocco,7,3.5,200,0.8,25000,20260605
final,M63,Argentina,Morocco,2-2,Argentina,7,3.5,200,0.8,25000,20260605
final,M63,Argentina,Morocco,4-0,Argentina,6,3.0,200,0.8,25000,20260605
final,M63,Argentina,Morocco,4-1,Argentina,5,2.5,200,0.8,25000,20260605
final,M63,Argentina,Morocco,0-2,Morocco,4,2.0,200,0.8,25000,20260605
final,M63,Argentina,Morocco,3-2,Argentina,4,2.0,200,0.8,25000,20260605
final,M63,Argentina,Morocco,0-0,Morocco,2,1.0,200,0.8,25000,20260605
final,M63,Argentina,Morocco,1-1,Morocco,2,1.0,200,0.8,25000,20260605
final,M63,Argentina,Morocco,5-0,Argentina,2,1.0,200,0.8,25000,20260605
final,M63,Argentina,Morocco,5-1,Argentina,2,1.0,200,0.8,25000,20260605
final,M63,Argentina,Morocco,1-3,Morocco,1,0.5,200,0.8,25000,20260605
final,M63,Argentina,Morocco,2-2,Morocco,1,0.5,200,0.8,25000,20260605
final,M63,Argentina,Morocco,3-3,Argentina,1,0.5,200,0.8,25000,20260605
final,M63,Argentina,Morocco,3-4,Morocco,1,0.5,200,0.8,25000,20260605
final,M63,Argentina,Morocco,4-2,Argentina,1,0.5,200,0.8,25000,20260605
final,M63,Argentina,Morocco,6-0,Argentina,1,0.5,200,0.8,25000,20260605
final,M63,Argentina,Morocco,6-1,Argentina,1,0.5,200,0.8,25000,20260605
final,M63,Argentina,Morocco,8-2,Argentina,1,0.5,200,0.8,25000,20260605
final,M63,Argentina,Poland,1-0,Argentina,43,13.1,328,1.3,25000,20260605
final,M63,Argentina,Poland,2-0,Argentina,41,12.5,328,1.3,25000,20260605
final,M63,Argentina,Poland,2-1,Argentina,34,10.4,328,1.3,25000,20260605
final,M63,Argentina,Poland,1-1,Argentina,30,9.1,328,1.3,25000,20260605
final,M63,Argentina,Poland,0-0,Argentina,24,7.3,328,1.3,25000,20260605
final,M63,Argentina,Poland,3-0,Argentina,20,6.1,328,1.3,25000,20260605
final,M63,Argentina,Poland,0-1,Poland,17,5.2,328,1.3,25000,20260605
final,M63,Argentina,Poland,2-2,Argentina,16,4.9,328,1.3,25000,20260605
final,M63,Argentina,Poland,3-1,Argentina,14,4.3,328,1.3,25000,20260605
final,M63,Argentina,Poland,1-2,Poland,13,4.0,328,1.3,25000,20260605
final,M63,Argentina,Poland,1-1,Poland,10,3.0,328,1.3,25000,20260605
final,M63,Argentina,Poland,0-2,Poland,9,2.7,328,1.3,25000,20260605
final,M63,Argentina,Poland,3-2,Argentina,8,2.4,328,1.3,25000,20260605
final,M63,Argentina,Poland,4-0,Argentina,8,2.4,328,1.3,25000,20260605
final,M63,Argentina,Poland,4-1,Argentina,8,2.4,328,1.3,25000,20260605
final,M63,Argentina,Poland,0-0,Poland,4,1.2,328,1.3,25000,20260605
final,M63,Argentina,Poland,5-0,Argentina,4,1.2,328,1.3,25000,20260605
final,M63,Argentina,Poland,5-1,Argentina,4,1.2,328,1.3,25000,20260605
final,M63,Argentina,Poland,1-3,Poland,3,0.9,328,1.3,25000,20260605
final,M63,Argentina,Poland,3-3,Argentina,3,0.9,328,1.3,25000,20260605
final,M63,Argentina,Poland,0-3,Poland,2,0.6,328,1.3,25000,20260605
final,M63,Argentina,Poland,2-3,Poland,2,0.6,328,1.3,25000,20260605
final,M63,Argentina,Poland,4-2,Argentina,2,0.6,328,1.3,25000,20260605
final,M63,Argentina,Poland,4-3,Argentina,2,0.6,328,1.3,25000,20260605
final,M63,Argentina,Poland,5-4,Argentina,2,0.6,328,1.3,25000,20260605
final,M63,Argentina,Poland,2-2,Poland,1,0.3,328,1.3,25000,20260605
final,M63,Argentina,Poland,2-4,Poland,1,0.3,328,1.3,25000,20260605
final,M63,Argentina,Poland,5-2,Argentina,1,0.3,328,1.3,25000,20260605
final,M63,Argentina,Poland,5-3,Argentina,1,0.3,328,1.3,25000,20260605
final,M63,Argentina,Poland,7-3,Argentina,1,0.3,328,1.3,25000,20260605
final,M63,Argentina,Portugal,1-0,Argentina,213,12.3,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,0-1,Portugal,183,10.6,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,2-1,Argentina,164,9.5,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,1-1,Argentina,137,7.9,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,2-0,Argentina,125,7.2,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,0-0,Argentina,111,6.4,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,1-2,Portugal,109,6.3,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,0-2,Portugal,96,5.5,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,1-1,Portugal,90,5.2,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,3-1,Argentina,60,3.5,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,3-0,Argentina,57,3.3,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,0-0,Portugal,53,3.1,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,2-2,Argentina,39,2.3,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,3-2,Argentina,37,2.1,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,1-3,Portugal,36,2.1,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,2-3,Portugal,33,1.9,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,0-3,Portugal,31,1.8,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,2-2,Portugal,25,1.4,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,4-0,Argentina,21,1.2,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,4-1,Argentina,19,1.1,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,4-2,Argentina,16,0.9,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,1-4,Portugal,13,0.8,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,0-4,Portugal,11,0.6,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,3-3,Argentina,9,0.5,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,5-0,Argentina,9,0.5,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,2-4,Portugal,8,0.5,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,5-1,Argentina,6,0.3,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,1-5,Portugal,3,0.2,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,2-5,Portugal,3,0.2,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,0-5,Portugal,2,0.1,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,3-4,Portugal,2,0.1,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,4-3,Argentina,2,0.1,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,5-3,Argentina,2,0.1,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,6-2,Argentina,2,0.1,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,3-3,Portugal,1,0.1,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,5-2,Argentina,1,0.1,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,6-3,Argentina,1,0.1,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,7-0,Argentina,1,0.1,1732,6.9,25000,20260605
final,M63,Argentina,Portugal,7-1,Argentina,1,0.1,1732,6.9,25000,20260605
final,M63,Argentina,Senegal,2-0,Argentina,22,18.0,122,0.5,25000,20260605
final,M63,Argentina,Senegal,1-0,Argentina,16,13.1,122,0.5,25000,20260605
final,M63,Argentina,Senegal,2-1,Argentina,13,10.7,122,0.5,25000,20260605
final,M63,Argentina,Senegal,0-0,Argentina,12,9.8,122,0.5,25000,20260605
final,M63,Argentina,Senegal,3-0,Argentina,11,9.0,122,0.5,25000,20260605
final,M63,Argentina,Senegal,4-0,Argentina,10,8.2,122,0.5,25000,20260605
final,M63,Argentina,Senegal,1-1,Argentina,8,6.6,122,0.5,25000,20260605
final,M63,Argentina,Senegal,0-1,Senegal,7,5.7,122,0.5,25000,20260605
final,M63,Argentina,Senegal,3-1,Argentina,4,3.3,122,0.5,25000,20260605
final,M63,Argentina,Senegal,2-2,Argentina,3,2.5,122,0.5,25000,20260605
final,M63,Argentina,Senegal,3-2,Argentina,3,2.5,122,0.5,25000,20260605
final,M63,Argentina,Senegal,1-2,Senegal,2,1.6,122,0.5,25000,20260605
final,M63,Argentina,Senegal,4-1,Argentina,2,1.6,122,0.5,25000,20260605
final,M63,Argentina,Senegal,5-1,Argentina,2,1.6,122,0.5,25000,20260605
final,M63,Argentina,Senegal,1-1,Senegal,1,0.8,122,0.5,25000,20260605
final,M63,Argentina,Senegal,1-3,Senegal,1,0.8,122,0.5,25000,20260605
final,M63,Argentina,Senegal,3-3,Argentina,1,0.8,122,0.5,25000,20260605
final,M63,Argentina,Senegal,4-2,Argentina,1,0.8,122,0.5,25000,20260605
final,M63,Argentina,Senegal,5-0,Argentina,1,0.8,122,0.5,25000,20260605
final,M63,Argentina,Senegal,6-2,Argentina,1,0.8,122,0.5,25000,20260605
final,M63,Argentina,Senegal,7-1,Argentina,1,0.8,122,0.5,25000,20260605
final,M63,Argentina,Spain,1-0,Argentina,267,12.0,2220,8.9,25000,20260605
final,M63,Argentina,Spain,0-1,Spain,203,9.1,2220,8.9,25000,20260605
final,M63,Argentina,Spain,2-0,Argentina,189,8.5,2220,8.9,25000,20260605
final,M63,Argentina,Spain,2-1,Argentina,177,8.0,2220,8.9,25000,20260605
final,M63,Argentina,Spain,1-1,Argentina,166,7.5,2220,8.9,25000,20260605
final,M63,Argentina,Spain,1-2,Spain,164,7.4,2220,8.9,25000,20260605
final,M63,Argentina,Spain,0-2,Spain,133,6.0,2220,8.9,25000,20260605
final,M63,Argentina,Spain,0-0,Argentina,123,5.5,2220,8.9,25000,20260605
final,M63,Argentina,Spain,1-1,Spain,109,4.9,2220,8.9,25000,20260605
final,M63,Argentina,Spain,3-1,Argentina,87,3.9,2220,8.9,25000,20260605
final,M63,Argentina,Spain,3-0,Argentina,86,3.9,2220,8.9,25000,20260605
final,M63,Argentina,Spain,0-0,Spain,81,3.6,2220,8.9,25000,20260605
final,M63,Argentina,Spain,1-3,Spain,51,2.3,2220,8.9,25000,20260605
final,M63,Argentina,Spain,2-2,Argentina,49,2.2,2220,8.9,25000,20260605
final,M63,Argentina,Spain,0-3,Spain,47,2.1,2220,8.9,25000,20260605
final,M63,Argentina,Spain,2-2,Spain,43,1.9,2220,8.9,25000,20260605
final,M63,Argentina,Spain,3-2,Argentina,39,1.8,2220,8.9,25000,20260605
final,M63,Argentina,Spain,2-3,Spain,36,1.6,2220,8.9,25000,20260605
final,M63,Argentina,Spain,4-1,Argentina,33,1.5,2220,8.9,25000,20260605
final,M63,Argentina,Spain,4-0,Argentina,27,1.2,2220,8.9,25000,20260605
final,M63,Argentina,Spain,4-2,Argentina,18,0.8,2220,8.9,25000,20260605
final,M63,Argentina,Spain,0-4,Spain,16,0.7,2220,8.9,25000,20260605
final,M63,Argentina,Spain,5-1,Argentina,12,0.5,2220,8.9,25000,20260605
final,M63,Argentina,Spain,3-3,Argentina,9,0.4,2220,8.9,25000,20260605
final,M63,Argentina,Spain,1-4,Spain,7,0.3,2220,8.9,25000,20260605
final,M63,Argentina,Spain,2-4,Spain,7,0.3,2220,8.9,25000,20260605
final,M63,Argentina,Spain,4-3,Argentina,6,0.3,2220,8.9,25000,20260605
final,M63,Argentina,Spain,5-0,Argentina,6,0.3,2220,8.9,25000,20260605
final,M63,Argentina,Spain,1-5,Spain,5,0.2,2220,8.9,25000,20260605
final,M63,Argentina,Spain,5-2,Argentina,5,0.2,2220,8.9,25000,20260605
final,M63,Argentina,Spain,3-3,Spain,3,0.1,2220,8.9,25000,20260605
final,M63,Argentina,Spain,0-5,Spain,2,0.1,2220,8.9,25000,20260605
final,M63,Argentina,Spain,3-4,Spain,2,0.1,2220,8.9,25000,20260605
final,M63,Argentina,Spain,4-5,Spain,2,0.1,2220,8.9,25000,20260605
final,M63,Argentina,Spain,6-0,Argentina,2,0.1,2220,8.9,25000,20260605
final,M63,Argentina,Spain,6-1,Argentina,2,0.1,2220,8.9,25000,20260605
final,M63,Argentina,Spain,6-2,Argentina,2,0.1,2220,8.9,25000,20260605
final,M63,Argentina,Spain,0-6,Spain,1,0.0,2220,8.9,25000,20260605
final,M63,Argentina,Spain,1-6,Spain,1,0.0,2220,8.9,25000,20260605
final,M63,Argentina,Spain,2-5,Spain,1,0.0,2220,8.9,25000,20260605
final,M63,Argentina,Spain,5-3,Argentina,1,0.0,2220,8.9,25000,20260605
final,M63,Argentina,Switzerland,1-0,Argentina,57,17.3,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,2-0,Argentina,49,14.9,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,1-1,Argentina,38,11.6,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,2-1,Argentina,36,10.9,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,0-0,Argentina,30,9.1,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,0-1,Switzerland,27,8.2,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,3-0,Argentina,14,4.3,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,1-2,Switzerland,12,3.6,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,3-1,Argentina,10,3.0,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,2-2,Argentina,8,2.4,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,3-2,Argentina,8,2.4,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,1-1,Switzerland,6,1.8,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,4-0,Argentina,6,1.8,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,4-1,Argentina,5,1.5,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,0-0,Switzerland,4,1.2,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,0-2,Switzerland,3,0.9,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,1-3,Switzerland,3,0.9,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,5-0,Argentina,3,0.9,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,2-4,Switzerland,2,0.6,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,5-1,Argentina,2,0.6,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,0-5,Switzerland,1,0.3,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,2-2,Switzerland,1,0.3,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,3-3,Argentina,1,0.3,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,4-5,Switzerland,1,0.3,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,6-1,Argentina,1,0.3,329,1.3,25000,20260605
final,M63,Argentina,Switzerland,6-4,Argentina,1,0.3,329,1.3,25000,20260605
final,M63,Australia,England,0-2,England,6,15.8,38,0.2,25000,20260605
final,M63,Australia,England,0-1,England,4,10.5,38,0.2,25000,20260605
final,M63,Australia,England,1-1,England,4,10.5,38,0.2,25000,20260605
final,M63,Australia,England,1-3,England,4,10.5,38,0.2,25000,20260605
final,M63,Australia,England,1-0,Australia,3,7.9,38,0.2,25000,20260605
final,M63,Australia,England,2-1,Australia,3,7.9,38,0.2,25000,20260605
final,M63,Australia,England,2-2,England,3,7.9,38,0.2,25000,20260605
final,M63,Australia,England,0-3,England,2,5.3,38,0.2,25000,20260605
final,M63,Australia,England,1-2,England,2,5.3,38,0.2,25000,20260605
final,M63,Australia,England,2-0,Australia,2,5.3,38,0.2,25000,20260605
final,M63,Australia,England,3-1,Australia,2,5.3,38,0.2,25000,20260605
final,M63,Australia,England,0-5,England,1,2.6,38,0.2,25000,20260605
final,M63,Australia,England,1-1,Australia,1,2.6,38,0.2,25000,20260605
final,M63,Australia,England,3-0,Australia,1,2.6,38,0.2,25000,20260605
final,M63,Australia,France,0-0,France,6,15.4,39,0.2,25000,20260605
final,M63,Australia,France,0-1,France,6,15.4,39,0.2,25000,20260605
final,M63,Australia,France,0-2,France,5,12.8,39,0.2,25000,20260605
final,M63,Australia,France,2-1,Australia,4,10.3,39,0.2,25000,20260605
final,M63,Australia,France,1-1,France,3,7.7,39,0.2,25000,20260605
final,M63,Australia,France,1-2,France,3,7.7,39,0.2,25000,20260605
final,M63,Australia,France,0-3,France,2,5.1,39,0.2,25000,20260605
final,M63,Australia,France,1-0,Australia,2,5.1,39,0.2,25000,20260605
final,M63,Australia,France,1-3,France,2,5.1,39,0.2,25000,20260605
final,M63,Australia,France,0-4,France,1,2.6,39,0.2,25000,20260605
final,M63,Australia,France,2-0,Australia,1,2.6,39,0.2,25000,20260605
final,M63,Australia,France,2-2,Australia,1,2.6,39,0.2,25000,20260605
final,M63,Australia,France,2-2,France,1,2.6,39,0.2,25000,20260605
final,M63,Australia,France,3-1,Australia,1,2.6,39,0.2,25000,20260605
final,M63,Australia,France,3-3,Australia,1,2.6,39,0.2,25000,20260605
final,M63,Australia,Morocco,2-1,Australia,2,40.0,5,0.020,25000,20260605
final,M63,Australia,Morocco,1-1,Australia,1,20.0,5,0.020,25000,20260605
final,M63,Australia,Morocco,1-1,Morocco,1,20.0,5,0.020,25000,20260605
final,M63,Australia,Morocco,1-3,Morocco,1,20.0,5,0.020,25000,20260605
final,M63,Australia,Poland,0-0,Poland,2,20.0,10,0.040,25000,20260605
final,M63,Australia,Poland,1-3,Poland,2,20.0,10,0.040,25000,20260605
final,M63,Australia,Poland,3-0,Australia,2,20.0,10,0.040,25000,20260605
final,M63,Australia,Poland,0-1,Poland,1,10.0,10,0.040,25000,20260605
final,M63,Australia,Poland,1-2,Poland,1,10.0,10,0.040,25000,20260605
final,M63,Australia,Poland,2-0,Australia,1,10.0,10,0.040,25000,20260605
final,M63,Australia,Poland,2-2,Poland,1,10.0,10,0.040,25000,20260605
final,M63,Australia,Portugal,0-2,Portugal,10,22.7,44,0.2,25000,20260605
final,M63,Australia,Portugal,1-1,Portugal,4,9.1,44,0.2,25000,20260605
final,M63,Australia,Portugal,0-1,Portugal,3,6.8,44,0.2,25000,20260605
final,M63,Australia,Portugal,1-0,Australia,3,6.8,44,0.2,25000,20260605
final,M63,Australia,Portugal,1-2,Portugal,3,6.8,44,0.2,25000,20260605
final,M63,Australia,Portugal,2-3,Portugal,3,6.8,44,0.2,25000,20260605
final,M63,Australia,Portugal,0-0,Portugal,2,4.5,44,0.2,25000,20260605
final,M63,Australia,Portugal,1-1,Australia,2,4.5,44,0.2,25000,20260605
final,M63,Australia,Portugal,1-3,Portugal,2,4.5,44,0.2,25000,20260605
final,M63,Australia,Portugal,1-4,Portugal,2,4.5,44,0.2,25000,20260605
final,M63,Australia,Portugal,2-1,Australia,2,4.5,44,0.2,25000,20260605
final,M63,Australia,Portugal,0-0,Australia,1,2.3,44,0.2,25000,20260605
final,M63,Australia,Portugal,0-3,Portugal,1,2.3,44,0.2,25000,20260605
final,M63,Australia,Portugal,2-0,Australia,1,2.3,44,0.2,25000,20260605
final,M63,Australia,Portugal,2-2,Australia,1,2.3,44,0.2,25000,20260605
final,M63,Australia,Portugal,2-2,Portugal,1,2.3,44,0.2,25000,20260605
final,M63,Australia,Portugal,2-4,Portugal,1,2.3,44,0.2,25000,20260605
final,M63,Australia,Portugal,3-1,Australia,1,2.3,44,0.2,25000,20260605
final,M63,Australia,Portugal,3-3,Portugal,1,2.3,44,0.2,25000,20260605
final,M63,Australia,Senegal,1-0,Australia,1,50.0,2,0.008,25000,20260605
final,M63,Australia,Senegal,2-0,Australia,1,50.0,2,0.008,25000,20260605
final,M63,Australia,Spain,0-1,Spain,10,21.3,47,0.2,25000,20260605
final,M63,Australia,Spain,0-0,Spain,6,12.8,47,0.2,25000,20260605
final,M63,Australia,Spain,1-1,Spain,6,12.8,47,0.2,25000,20260605
final,M63,Australia,Spain,0-3,Spain,4,8.5,47,0.2,25000,20260605
final,M63,Australia,Spain,0-2,Spain,3,6.4,47,0.2,25000,20260605
final,M63,Australia,Spain,0-4,Spain,3,6.4,47,0.2,25000,20260605
final,M63,Australia,Spain,1-0,Australia,3,6.4,47,0.2,25000,20260605
final,M63,Australia,Spain,1-2,Spain,2,4.3,47,0.2,25000,20260605
final,M63,Australia,Spain,2-1,Australia,2,4.3,47,0.2,25000,20260605
final,M63,Australia,Spain,0-0,Australia,1,2.1,47,0.2,25000,20260605
final,M63,Australia,Spain,1-1,Australia,1,2.1,47,0.2,25000,20260605
final,M63,Australia,Spain,1-3,Spain,1,2.1,47,0.2,25000,20260605
