stage,match_id,team1,team2,scoreline,winner,count,scoreline_pct,matchup_runs,matchup_pct,simulation_runs,simulation_seed
final,M63,Argentina,France,1-4,France,39,0.7,5885,7.8,75000,20260605
final,M63,Argentina,France,5-0,Argentina,30,0.5,5885,7.8,75000,20260605
final,M63,Argentina,France,2-4,France,28,0.5,5885,7.8,75000,20260605
final,M63,Argentina,France,0-4,France,27,0.5,5885,7.8,75000,20260605
final,M63,Argentina,France,3-3,Argentina,23,0.4,5885,7.8,75000,20260605
final,M63,Argentina,France,4-3,Argentina,18,0.3,5885,7.8,75000,20260605
final,M63,Argentina,France,5-1,Argentina,17,0.3,5885,7.8,75000,20260605
final,M63,Argentina,France,5-2,Argentina,12,0.2,5885,7.8,75000,20260605
final,M63,Argentina,France,3-4,France,11,0.2,5885,7.8,75000,20260605
final,M63,Argentina,France,1-5,France,9,0.2,5885,7.8,75000,20260605
final,M63,Argentina,France,3-3,France,8,0.1,5885,7.8,75000,20260605
final,M63,Argentina,France,7-1,Argentina,7,0.1,5885,7.8,75000,20260605
final,M63,Argentina,France,0-5,France,5,0.1,5885,7.8,75000,20260605
final,M63,Argentina,France,6-0,Argentina,5,0.1,5885,7.8,75000,20260605
final,M63,Argentina,France,6-1,Argentina,5,0.1,5885,7.8,75000,20260605
final,M63,Argentina,France,3-5,France,4,0.1,5885,7.8,75000,20260605
final,M63,Argentina,France,4-4,Argentina,3,0.1,5885,7.8,75000,20260605
final,M63,Argentina,France,4-5,France,3,0.1,5885,7.8,75000,20260605
final,M63,Argentina,France,6-2,Argentina,3,0.1,5885,7.8,75000,20260605
final,M63,Argentina,France,2-5,France,2,0.0,5885,7.8,75000,20260605
final,M63,Argentina,France,5-3,Argentina,2,0.0,5885,7.8,75000,20260605
final,M63,Argentina,France,1-6,France,1,0.0,5885,7.8,75000,20260605
final,M63,Argentina,France,3-6,France,1,0.0,5885,7.8,75000,20260605
final,M63,Argentina,France,4-4,France,1,0.0,5885,7.8,75000,20260605
final,M63,Argentina,France,5-4,Argentina,1,0.0,5885,7.8,75000,20260605
final,M63,Argentina,France,6-3,Argentina,1,0.0,5885,7.8,75000,20260605
final,M63,Argentina,Morocco,1-0,Argentina,224,13.6,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,2-0,Argentina,218,13.2,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,1-1,Argentina,161,9.8,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,2-1,Argentina,151,9.1,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,0-0,Argentina,138,8.4,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,3-0,Argentina,136,8.2,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,0-1,Morocco,102,6.2,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,1-2,Morocco,80,4.8,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,3-1,Argentina,76,4.6,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,4-1,Argentina,46,2.8,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,4-0,Argentina,43,2.6,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,0-2,Morocco,40,2.4,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,3-2,Argentina,39,2.4,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,2-2,Argentina,35,2.1,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,5-0,Argentina,20,1.2,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,1-1,Morocco,18,1.1,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,4-2,Argentina,18,1.1,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,0-0,Morocco,17,1.0,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,2-3,Morocco,13,0.8,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,5-1,Argentina,12,0.7,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,1-3,Morocco,11,0.7,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,3-3,Argentina,8,0.5,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,0-3,Morocco,6,0.4,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,5-2,Argentina,6,0.4,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,6-0,Argentina,6,0.4,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,6-1,Argentina,5,0.3,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,2-2,Morocco,4,0.2,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,7-1,Argentina,3,0.2,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,1-4,Morocco,2,0.1,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,5-3,Argentina,2,0.1,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,6-2,Argentina,2,0.1,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,7-0,Argentina,2,0.1,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,8-1,Argentina,2,0.1,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,0-5,Morocco,1,0.1,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,2-4,Morocco,1,0.1,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,3-4,Morocco,1,0.1,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,5-5,Argentina,1,0.1,1651,2.2,75000,20260605
final,M63,Argentina,Morocco,8-2,Argentina,1,0.1,1651,2.2,75000,20260605
final,M63,Argentina,Portugal,1-0,Argentina,1242,11.7,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,0-1,Portugal,1049,9.9,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,2-1,Argentina,869,8.2,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,2-0,Argentina,806,7.6,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,1-1,Argentina,802,7.6,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,1-2,Portugal,774,7.3,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,0-2,Portugal,574,5.4,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,1-1,Portugal,547,5.2,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,0-0,Argentina,535,5.1,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,3-1,Argentina,393,3.7,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,3-0,Argentina,382,3.6,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,0-0,Portugal,372,3.5,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,1-3,Portugal,293,2.8,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,2-2,Argentina,267,2.5,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,3-2,Argentina,229,2.2,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,2-2,Portugal,215,2.0,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,0-3,Portugal,206,1.9,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,2-3,Portugal,182,1.7,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,4-0,Argentina,147,1.4,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,4-1,Argentina,118,1.1,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,1-4,Portugal,82,0.8,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,4-2,Argentina,70,0.7,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,0-4,Portugal,61,0.6,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,3-3,Argentina,55,0.5,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,2-4,Portugal,53,0.5,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,5-1,Argentina,33,0.3,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,3-4,Portugal,30,0.3,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,3-3,Portugal,27,0.3,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,5-0,Argentina,21,0.2,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,1-5,Portugal,17,0.2,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,5-2,Argentina,17,0.2,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,0-5,Portugal,16,0.2,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,2-5,Portugal,16,0.2,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,4-3,Argentina,14,0.1,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,3-5,Portugal,10,0.1,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,4-4,Argentina,8,0.1,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,6-0,Argentina,8,0.1,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,5-3,Argentina,6,0.1,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,6-2,Argentina,6,0.1,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,2-6,Portugal,5,0.0,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,0-6,Portugal,4,0.0,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,4-4,Portugal,4,0.0,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,6-1,Argentina,4,0.0,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,1-6,Portugal,2,0.0,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,7-3,Argentina,2,0.0,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,2-7,Portugal,1,0.0,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,3-6,Portugal,1,0.0,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,4-5,Portugal,1,0.0,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,4-7,Portugal,1,0.0,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,5-4,Argentina,1,0.0,10579,14.1,75000,20260605
final,M63,Argentina,Portugal,7-2,Argentina,1,0.0,10579,14.1,75000,20260605
final,M63,Brazil,England,1-0,Brazil,1106,14.0,7894,10.5,75000,20260605
final,M63,Brazil,England,2-0,Brazil,920,11.7,7894,10.5,75000,20260605
final,M63,Brazil,England,1-1,Brazil,778,9.9,7894,10.5,75000,20260605
final,M63,Brazil,England,2-1,Brazil,732,9.3,7894,10.5,75000,20260605
final,M63,Brazil,England,0-1,England,589,7.5,7894,10.5,75000,20260605
final,M63,Brazil,England,0-0,Brazil,585,7.4,7894,10.5,75000,20260605
final,M63,Brazil,England,3-0,Brazil,452,5.7,7894,10.5,75000,20260605
final,M63,Brazil,England,1-2,England,419,5.3,7894,10.5,75000,20260605
final,M63,Brazil,England,3-1,Brazil,355,4.5,7894,10.5,75000,20260605
final,M63,Brazil,England,0-2,England,248,3.1,7894,10.5,75000,20260605
final,M63,Brazil,England,2-2,Brazil,238,3.0,7894,10.5,75000,20260605
final,M63,Brazil,England,1-1,England,192,2.4,7894,10.5,75000,20260605
final,M63,Brazil,England,4-0,Brazil,176,2.2,7894,10.5,75000,20260605
final,M63,Brazil,England,3-2,Brazil,148,1.9,7894,10.5,75000,20260605
final,M63,Brazil,England,4-1,Brazil,130,1.6,7894,10.5,75000,20260605
final,M63,Brazil,England,0-0,England,122,1.5,7894,10.5,75000,20260605
final,M63,Brazil,England,1-3,England,117,1.5,7894,10.5,75000,20260605
final,M63,Brazil,England,2-3,England,94,1.2,7894,10.5,75000,20260605
final,M63,Brazil,England,0-3,England,81,1.0,7894,10.5,75000,20260605
final,M63,Brazil,England,2-2,England,55,0.7,7894,10.5,75000,20260605
final,M63,Brazil,England,4-2,Brazil,52,0.7,7894,10.5,75000,20260605
final,M63,Brazil,England,5-0,Brazil,50,0.6,7894,10.5,75000,20260605
final,M63,Brazil,England,5-1,Brazil,44,0.6,7894,10.5,75000,20260605
final,M63,Brazil,England,3-3,Brazil,38,0.5,7894,10.5,75000,20260605
final,M63,Brazil,England,5-2,Brazil,24,0.3,7894,10.5,75000,20260605
final,M63,Brazil,England,1-4,England,21,0.3,7894,10.5,75000,20260605
final,M63,Brazil,England,6-0,Brazil,19,0.2,7894,10.5,75000,20260605
final,M63,Brazil,England,6-1,Brazil,15,0.2,7894,10.5,75000,20260605
final,M63,Brazil,England,4-3,Brazil,14,0.2,7894,10.5,75000,20260605
final,M63,Brazil,England,0-4,England,11,0.1,7894,10.5,75000,20260605
final,M63,Brazil,England,2-4,England,11,0.1,7894,10.5,75000,20260605
final,M63,Brazil,England,3-4,England,10,0.1,7894,10.5,75000,20260605
final,M63,Brazil,England,3-3,England,7,0.1,7894,10.5,75000,20260605
final,M63,Brazil,England,2-5,England,6,0.1,7894,10.5,75000,20260605
final,M63,Brazil,England,0-5,England,5,0.1,7894,10.5,75000,20260605
final,M63,Brazil,England,1-5,England,4,0.1,7894,10.5,75000,20260605
final,M63,Brazil,England,5-3,Brazil,4,0.1,7894,10.5,75000,20260605
final,M63,Brazil,England,7-0,Brazil,4,0.1,7894,10.5,75000,20260605
final,M63,Brazil,England,6-2,Brazil,3,0.0,7894,10.5,75000,20260605
final,M63,Brazil,England,7-1,Brazil,3,0.0,7894,10.5,75000,20260605
final,M63,Brazil,England,4-4,Brazil,2,0.0,7894,10.5,75000,20260605
final,M63,Brazil,England,5-4,Brazil,2,0.0,7894,10.5,75000,20260605
final,M63,Brazil,England,0-6,England,1,0.0,7894,10.5,75000,20260605
final,M63,Brazil,England,3-5,England,1,0.0,7894,10.5,75000,20260605
final,M63,Brazil,England,4-5,England,1,0.0,7894,10.5,75000,20260605
final,M63,Brazil,England,5-5,Brazil,1,0.0,7894,10.5,75000,20260605
final,M63,Brazil,England,6-3,Brazil,1,0.0,7894,10.5,75000,20260605
final,M63,Brazil,England,7-2,Brazil,1,0.0,7894,10.5,75000,20260605
final,M63,Brazil,England,7-3,Brazil,1,0.0,7894,10.5,75000,20260605
final,M63,Brazil,England,8-1,Brazil,1,0.0,7894,10.5,75000,20260605
final,M63,Brazil,France,1-0,Brazil,1156,12.8,9046,12.1,75000,20260605
final,M63,Brazil,France,2-0,Brazil,987,10.9,9046,12.1,75000,20260605
final,M63,Brazil,France,1-1,Brazil,868,9.6,9046,12.1,75000,20260605
final,M63,Brazil,France,2-1,Brazil,813,9.0,9046,12.1,75000,20260605
final,M63,Brazil,France,0-1,France,688,7.6,9046,12.1,75000,20260605
final,M63,Brazil,France,0-0,Brazil,658,7.3,9046,12.1,75000,20260605
final,M63,Brazil,France,1-2,France,494,5.5,9046,12.1,75000,20260605
final,M63,Brazil,France,3-0,Brazil,491,5.4,9046,12.1,75000,20260605
final,M63,Brazil,France,3-1,Brazil,436,4.8,9046,12.1,75000,20260605
final,M63,Brazil,France,0-2,France,320,3.5,9046,12.1,75000,20260605
final,M63,Brazil,France,2-2,Brazil,271,3.0,9046,12.1,75000,20260605
final,M63,Brazil,France,1-1,France,239,2.6,9046,12.1,75000,20260605
final,M63,Brazil,France,3-2,Brazil,188,2.1,9046,12.1,75000,20260605
final,M63,Brazil,France,4-0,Brazil,179,2.0,9046,12.1,75000,20260605
final,M63,Brazil,France,0-0,France,174,1.9,9046,12.1,75000,20260605
final,M63,Brazil,France,4-1,Brazil,165,1.8,9046,12.1,75000,20260605
final,M63,Brazil,France,1-3,France,161,1.8,9046,12.1,75000,20260605
final,M63,Brazil,France,2-3,France,120,1.3,9046,12.1,75000,20260605
final,M63,Brazil,France,2-2,France,88,1.0,9046,12.1,75000,20260605
final,M63,Brazil,France,0-3,France,82,0.9,9046,12.1,75000,20260605
final,M63,Brazil,France,4-2,Brazil,81,0.9,9046,12.1,75000,20260605
final,M63,Brazil,France,5-0,Brazil,57,0.6,9046,12.1,75000,20260605
final,M63,Brazil,France,5-1,Brazil,48,0.5,9046,12.1,75000,20260605
final,M63,Brazil,France,3-3,Brazil,44,0.5,9046,12.1,75000,20260605
final,M63,Brazil,France,0-4,France,31,0.3,9046,12.1,75000,20260605
final,M63,Brazil,France,1-4,France,28,0.3,9046,12.1,75000,20260605
final,M63,Brazil,France,5-2,Brazil,25,0.3,9046,12.1,75000,20260605
final,M63,Brazil,France,2-4,France,21,0.2,9046,12.1,75000,20260605
final,M63,Brazil,France,3-4,France,20,0.2,9046,12.1,75000,20260605
final,M63,Brazil,France,4-3,Brazil,18,0.2,9046,12.1,75000,20260605
final,M63,Brazil,France,6-0,Brazil,17,0.2,9046,12.1,75000,20260605
final,M63,Brazil,France,6-1,Brazil,14,0.2,9046,12.1,75000,20260605
final,M63,Brazil,France,3-3,France,13,0.1,9046,12.1,75000,20260605
final,M63,Brazil,France,0-5,France,6,0.1,9046,12.1,75000,20260605
final,M63,Brazil,France,2-5,France,5,0.1,9046,12.1,75000,20260605
final,M63,Brazil,France,4-4,Brazil,5,0.1,9046,12.1,75000,20260605
final,M63,Brazil,France,5-3,Brazil,5,0.1,9046,12.1,75000,20260605
final,M63,Brazil,France,6-2,Brazil,5,0.1,9046,12.1,75000,20260605
final,M63,Brazil,France,7-1,Brazil,5,0.1,9046,12.1,75000,20260605
final,M63,Brazil,France,1-5,France,4,0.0,9046,12.1,75000,20260605
final,M63,Brazil,France,4-5,France,3,0.0,9046,12.1,75000,20260605
final,M63,Brazil,France,5-4,Brazil,2,0.0,9046,12.1,75000,20260605
final,M63,Brazil,France,7-0,Brazil,2,0.0,9046,12.1,75000,20260605
final,M63,Brazil,France,8-1,Brazil,2,0.0,9046,12.1,75000,20260605
final,M63,Brazil,France,0-6,France,1,0.0,9046,12.1,75000,20260605
final,M63,Brazil,France,1-6,France,1,0.0,9046,12.1,75000,20260605
final,M63,Brazil,France,2-6,France,1,0.0,9046,12.1,75000,20260605
final,M63,Brazil,France,2-7,France,1,0.0,9046,12.1,75000,20260605
final,M63,Brazil,France,6-3,Brazil,1,0.0,9046,12.1,75000,20260605
final,M63,Brazil,France,8-0,Brazil,1,0.0,9046,12.1,75000,20260605
final,M63,Brazil,France,8-2,Brazil,1,0.0,9046,12.1,75000,20260605
final,M63,Brazil,Morocco,1-0,Brazil,408,15.0,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,2-0,Brazil,405,14.9,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,3-0,Brazil,269,9.9,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,2-1,Brazil,241,8.9,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,1-1,Brazil,236,8.7,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,0-0,Brazil,227,8.3,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,0-1,Morocco,152,5.6,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,3-1,Brazil,143,5.3,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,4-0,Brazil,106,3.9,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,1-2,Morocco,86,3.2,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,2-2,Brazil,70,2.6,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,4-1,Brazil,59,2.2,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,5-0,Brazil,50,1.8,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,0-2,Morocco,42,1.5,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,3-2,Brazil,40,1.5,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,4-2,Brazil,25,0.9,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,5-1,Brazil,25,0.9,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,1-1,Morocco,20,0.7,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,2-3,Morocco,18,0.7,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,0-0,Morocco,17,0.6,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,1-3,Morocco,12,0.4,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,6-1,Brazil,12,0.4,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,0-3,Morocco,10,0.4,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,6-0,Brazil,9,0.3,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,3-3,Brazil,7,0.3,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,5-2,Brazil,7,0.3,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,7-0,Brazil,5,0.2,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,6-2,Brazil,4,0.1,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,4-3,Brazil,3,0.1,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,5-3,Brazil,3,0.1,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,4-4,Brazil,2,0.1,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,0-4,Morocco,1,0.0,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,2-2,Morocco,1,0.0,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,6-3,Brazil,1,0.0,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,7-5,Brazil,1,0.0,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,8-1,Brazil,1,0.0,2719,3.6,75000,20260605
final,M63,Brazil,Morocco,9-0,Brazil,1,0.0,2719,3.6,75000,20260605
final,M63,Brazil,Portugal,1-0,Brazil,2131,12.8,16596,22.1,75000,20260605
final,M63,Brazil,Portugal,2-1,Brazil,1540,9.3,16596,22.1,75000,20260605
final,M63,Brazil,Portugal,0-1,Portugal,1512,9.1,16596,22.1,75000,20260605
final,M63,Brazil,Portugal,1-1,Brazil,1486,9.0,16596,22.1,75000,20260605
final,M63,Brazil,Portugal,2-0,Brazil,1423,8.6,16596,22.1,75000,20260605
final,M63,Brazil,Portugal,0-0,Brazil,1007,6.1,16596,22.1,75000,20260605
final,M63,Brazil,Portugal,1-2,Portugal,1007,6.1,16596,22.1,75000,20260605
final,M63,Brazil,Portugal,0-2,Portugal,746,4.5,16596,22.1,75000,20260605
final,M63,Brazil,Portugal,3-1,Brazil,711,4.3,16596,22.1,75000,20260605
final,M63,Brazil,Portugal,3-0,Brazil,676,4.1,16596,22.1,75000,20260605
final,M63,Brazil,Portugal,1-1,Portugal,653,3.9,16596,22.1,75000,20260605
final,M63,Brazil,Portugal,2-2,Brazil,526,3.2,16596,22.1,75000,20260605
final,M63,Brazil,Portugal,0-0,Portugal,473,2.9,16596,22.1,75000,20260605
final,M63,Brazil,Portugal,1-3,Portugal,392,2.4,16596,22.1,75000,20260605
