match_id,team1,team2,path,prediction,team1_base_elo,team1_qual_bonus,team2_base_elo,team2_qual_bonus,team1_path_fatigue,team2_path_fatigue,team1_path_opponent,team2_path_opponent
M97,W89(W77(I1(France))),W90(W75(F1(Netherlands))),predicted,France (73%),2081,73,1961,73,251,103,G|Norway:-5 > G|Senegal:-4 > Egypt:0 > Germany:-21,G|Japan:-4 > Morocco:-4 > Canada:-4
M97,W89(W77(I1(France))),W90(W75(C2(Morocco))),alt,France (80%),2081,73,1822,88,251,97,G|Norway:-5 > G|Senegal:-4 > Egypt:0 > Germany:-21,G|Brazil:-3 > Netherlands:-8 > South Korea:0
M97,W89(W77(I1(France))),W90(W73(A2(Mexico))),alt,France (77%),2081,73,1867,0,251,139,G|Norway:-5 > G|Senegal:-4 > Egypt:0 > Germany:-21,Ivory Coast:0 > Netherlands:-17
M97,W89(W77(I1(France))),W90(W73(B2(Switzerland))),alt,France (79%),2081,73,1894,60,251,147,G|Norway:-5 > G|Senegal:-4 > Egypt:0 > Germany:-21,G|Canada:-1 > Algeria:0 > Netherlands:-17
M97,W89(W77(I1(France))),W90(W75(C2(Brazil))),alt,France (76%),2081,73,1988,7,251,88,G|Norway:-5 > G|Senegal:-4 > Egypt:0 > Germany:-21,G|Morocco:-2 > Netherlands:-8 > South Korea:0
M97,W89(W77(I1(France))),W90(W75(F1(Japan))),alt,France (73%),2081,73,1906,79,251,88,G|Norway:-5 > G|Senegal:-4 > Egypt:0 > Germany:-21,G|Netherlands:-4 > Brazil:-6 > South Korea:0
M97,W89(W74(E1(Germany))),W90(W75(F1(Netherlands))),alt,Germany (52%),1925,69,1961,73,351,103,G|Ecuador:-3 > Australia:0 > France:-39,G|Japan:-4 > Morocco:-4 > Canada:-4
M97,W89(W74(E1(Germany))),W90(W75(C2(Morocco))),alt,Germany (61%),1925,69,1822,88,351,97,G|Ecuador:-3 > Australia:0 > France:-39,G|Brazil:-3 > Netherlands:-8 > South Korea:0
M97,W89(W74(E1(Germany))),W90(W73(A2(Mexico))),alt,Germany (57%),1925,69,1867,0,351,139,G|Ecuador:-3 > Australia:0 > France:-39,Ivory Coast:0 > Netherlands:-17
M97,W89(W74(E1(Germany))),W90(W73(B2(Switzerland))),alt,Germany (60%),1925,69,1894,60,351,147,G|Ecuador:-3 > Australia:0 > France:-39,G|Canada:-1 > Algeria:0 > Netherlands:-17
M97,W89(W74(E1(Germany))),W90(W75(C2(Brazil))),alt,Germany (56%),1925,69,1988,7,351,88,G|Ecuador:-3 > Australia:0 > France:-39,G|Morocco:-2 > Netherlands:-8 > South Korea:0
M97,W89(W74(E1(Germany))),W90(W75(F1(Japan))),alt,Germany (52%),1925,69,1906,79,351,88,G|Ecuador:-3 > Australia:0 > France:-39,G|Netherlands:-4 > Brazil:-6 > South Korea:0
M97,W89(W74(ABCDF3(Australia))),W90(W75(F1(Netherlands))),alt,Netherlands (81%),1774,58,1961,73,448,103,G|Turkey:-4 > Germany:-11 > France:-39,G|Japan:-4 > Morocco:-4 > Canada:-4
M97,W89(W74(ABCDF3(Australia))),W90(W75(C2(Morocco))),alt,Morocco (74%),1774,58,1822,88,448,97,G|Turkey:-4 > Germany:-11 > France:-39,G|Brazil:-3 > Netherlands:-8 > South Korea:0
M97,W89(W74(ABCDF3(Australia))),W90(W73(A2(Mexico))),alt,Mexico (77%),1774,58,1867,0,448,139,G|Turkey:-4 > Germany:-11 > France:-39,Ivory Coast:0 > Netherlands:-17
M97,W89(W74(ABCDF3(Australia))),W90(W73(B2(Switzerland))),alt,Switzerland (75%),1774,58,1894,60,448,147,G|Turkey:-4 > Germany:-11 > France:-39,G|Canada:-1 > Algeria:0 > Netherlands:-17
M97,W89(W74(ABCDF3(Australia))),W90(W75(C2(Brazil))),alt,Brazil (78%),1774,58,1988,7,448,88,G|Turkey:-4 > Germany:-11 > France:-39,G|Morocco:-2 > Netherlands:-8 > South Korea:0
M97,W89(W74(ABCDF3(Australia))),W90(W75(F1(Japan))),alt,Japan (80%),1774,58,1906,79,448,88,G|Turkey:-4 > Germany:-11 > France:-39,G|Netherlands:-4 > Brazil:-6 > South Korea:0
M97,W89(W74(E1(Ecuador))),W90(W75(F1(Netherlands))),alt,Netherlands (58%),1935,18,1961,73,368,103,G|Germany:-5 > South Korea:0 > France:-39,G|Japan:-4 > Morocco:-4 > Canada:-4
M97,W89(W74(E1(Ecuador))),W90(W75(C2(Morocco))),alt,Ecuador (51%),1935,18,1822,88,368,97,G|Germany:-5 > South Korea:0 > France:-39,G|Brazil:-3 > Netherlands:-8 > South Korea:0
M97,W89(W74(E1(Ecuador))),W90(W73(A2(Mexico))),alt,Mexico (53%),1935,18,1867,0,368,139,G|Germany:-5 > South Korea:0 > France:-39,Ivory Coast:0 > Netherlands:-17
M97,W89(W74(E1(Ecuador))),W90(W73(B2(Switzerland))),alt,Ecuador (51%),1935,18,1894,60,368,147,G|Germany:-5 > South Korea:0 > France:-39,G|Canada:-1 > Algeria:0 > Netherlands:-17
M97,W89(W74(E1(Ecuador))),W90(W75(C2(Brazil))),alt,Brazil (54%),1935,18,1988,7,368,88,G|Germany:-5 > South Korea:0 > France:-39,G|Morocco:-2 > Netherlands:-8 > South Korea:0
M97,W89(W74(E1(Ecuador))),W90(W75(F1(Japan))),alt,Japan (58%),1935,18,1906,79,368,88,G|Germany:-5 > South Korea:0 > France:-39,G|Netherlands:-4 > Brazil:-6 > South Korea:0
M97,W89(W77(I1(Norway))),W90(W75(F1(Netherlands))),alt,Norway (51%),1917,92,1961,73,302,103,G|France:-10 > G|Senegal:-4 > Ecuador:-7 > Japan:-16,G|Japan:-4 > Morocco:-4 > Canada:-4
M97,W89(W77(I1(Norway))),W90(W75(C2(Morocco))),alt,Norway (60%),1917,92,1822,88,302,97,G|France:-10 > G|Senegal:-4 > Ecuador:-7 > Japan:-16,G|Brazil:-3 > Netherlands:-8 > South Korea:0
M97,W89(W77(I1(Norway))),W90(W73(A2(Mexico))),alt,Norway (56%),1917,92,1867,0,302,139,G|France:-10 > G|Senegal:-4 > Ecuador:-7 > Japan:-16,Ivory Coast:0 > Netherlands:-17
M97,W89(W77(I1(Norway))),W90(W73(B2(Switzerland))),alt,Norway (60%),1917,92,1894,60,302,147,G|France:-10 > G|Senegal:-4 > Ecuador:-7 > Japan:-16,G|Canada:-1 > Algeria:0 > Netherlands:-17
M97,W89(W77(I1(Norway))),W90(W75(C2(Brazil))),alt,Norway (56%),1917,92,1988,7,302,88,G|France:-10 > G|Senegal:-4 > Ecuador:-7 > Japan:-16,G|Morocco:-2 > Netherlands:-8 > South Korea:0
M97,W89(W77(I1(Norway))),W90(W75(F1(Japan))),alt,Norway (52%),1917,92,1906,79,302,88,G|France:-10 > G|Senegal:-4 > Ecuador:-7 > Japan:-16,G|Netherlands:-4 > Brazil:-6 > South Korea:0

M98,W93(W84(H1(Spain))),W94(W81(D1(Turkey))),predicted,Spain (81%),2165,82,1906,47,167,157,Austria:-5 > Colombia:-15,Senegal:-8 > Belgium:-11
M98,W93(W84(H1(Spain))),W94(W81(BEFIJ3(Senegal))),alt,Spain (83%),2165,82,1867,58,167,318,Austria:-5 > Colombia:-15,G|France:-10 > G|Norway:-5 > Germany:-11 > Brazil:-13
M98,W93(W83(K2(Colombia))),W94(W81(D1(Turkey))),alt,Turkey (57%),1977,10,1906,47,478,157,G|Portugal:-6 > Croatia:-5 > Spain:-47,Senegal:-8 > Belgium:-11
M98,W93(W83(K2(Colombia))),W94(W81(BEFIJ3(Senegal))),alt,Senegal (53%),1977,10,1867,58,478,318,G|Portugal:-6 > Croatia:-5 > Spain:-47,G|France:-10 > G|Norway:-5 > Germany:-11 > Brazil:-13
M98,W93(W83(L2(Croatia))),W94(W81(D1(Turkey))),alt,Turkey (59%),1908,83,1906,47,158,157,G|England:-6 > Ivory Coast:0 > Mexico:-13,Senegal:-8 > Belgium:-11
M98,W93(W83(L2(Croatia))),W94(W81(BEFIJ3(Senegal))),alt,Senegal (55%),1908,83,1867,58,158,318,G|England:-6 > Ivory Coast:0 > Mexico:-13,G|France:-10 > G|Norway:-5 > Germany:-11 > Brazil:-13
M98,W93(W83(K2(Portugal))),W94(W81(D1(Turkey))),alt,Portugal (60%),1984,51,1906,47,114,157,G|Colombia:-4 > Panama:0 > Switzerland:-10,Senegal:-8 > Belgium:-11
M98,W93(W83(K2(Portugal))),W94(W81(BEFIJ3(Senegal))),alt,Portugal (63%),1984,51,1867,58,114,318,G|Colombia:-4 > Panama:0 > Switzerland:-10,G|France:-10 > G|Norway:-5 > Germany:-11 > Brazil:-13
M98,W93(W83(L2(England))),W94(W81(D1(Turkey))),alt,England (59%),2020,97,1906,47,126,157,G|Croatia:-2 > DR Congo:0 > Mexico:-13,Senegal:-8 > Belgium:-11
M98,W93(W83(L2(England))),W94(W81(BEFIJ3(Senegal))),alt,England (63%),2020,97,1867,58,126,318,G|Croatia:-2 > DR Congo:0 > Mexico:-13,G|France:-10 > G|Norway:-5 > Germany:-11 > Brazil:-13
M98,W93(W84(J2(Austria))),W94(W81(D1(Turkey))),alt,Turkey (60%),1830,65,1906,47,310,157,G|Argentina:-10 > England:-12 > Colombia:-15,Senegal:-8 > Belgium:-11
M98,W93(W84(J2(Austria))),W94(W81(BEFIJ3(Senegal))),alt,Senegal (55%),1830,65,1867,58,310,318,G|Argentina:-10 > England:-12 > Colombia:-15,G|France:-10 > G|Norway:-5 > Germany:-11 > Brazil:-13
M98,W93(W84(J2(Algeria))),W94(W81(D1(Turkey))),alt,Turkey (79%),1743,64,1906,47,332,157,G|Argentina:-10 > G|Austria:-3 > England:-12 > Colombia:-15,Senegal:-8 > Belgium:-11
M98,W93(W84(J2(Algeria))),W94(W81(BEFIJ3(Senegal))),alt,Senegal (76%),1743,64,1867,58,332,318,G|Argentina:-10 > G|Austria:-3 > England:-12 > Colombia:-15,G|France:-10 > G|Norway:-5 > Germany:-11 > Brazil:-13

M99,W91(W78(I2(Norway))),W92(W80(L1(England))),predicted,England (58%),1917,92,2020,97,302,126,G|France:-10 > G|Senegal:-4 > Ecuador:-7 > Japan:-16,G|Croatia:-2 > DR Congo:0 > Mexico:-13
M99,W91(W78(I2(Norway))),W92(W79(A1(Mexico))),alt,Norway (56%),1917,92,1867,0,302,139,G|France:-10 > G|Senegal:-4 > Ecuador:-7 > Japan:-16,Ivory Coast:0 > Netherlands:-17
M99,W91(W78(I2(Norway))),W92(W79(CEFHI3(Ivory Coast))),alt,Norway (83%),1917,92,1676,58,302,328,G|France:-10 > G|Senegal:-4 > Ecuador:-7 > Japan:-16,G|Germany:-5 > G|Ecuador:-3 > Mexico:-6 > England:-24
M99,W91(W78(I2(Norway))),W92(W79(A1(South Korea))),alt,Norway (75%),1917,92,1756,62,302,182,G|France:-10 > G|Senegal:-4 > Ecuador:-7 > Japan:-16,G|Mexico:-3 > Canada:-2 > Netherlands:-17
M99,W91(W78(I2(Norway))),W92(W80(L1(Croatia))),alt,Norway (61%),1917,92,1908,83,302,158,G|France:-10 > G|Senegal:-4 > Ecuador:-7 > Japan:-16,G|England:-6 > Ivory Coast:0 > Mexico:-13
M99,W91(W78(E2(Ecuador))),W92(W80(L1(England))),alt,England (66%),1935,18,2020,97,368,126,G|Germany:-5 > South Korea:0 > France:-39,G|Croatia:-2 > DR Congo:0 > Mexico:-13
M99,W91(W78(E2(Ecuador))),W92(W79(A1(Mexico))),alt,Mexico (53%),1935,18,1867,0,368,139,G|Germany:-5 > South Korea:0 > France:-39,Ivory Coast:0 > Netherlands:-17
M99,W91(W78(E2(Ecuador))),W92(W79(CEFHI3(Ivory Coast))),alt,Ecuador (77%),1935,18,1676,58,368,328,G|Germany:-5 > South Korea:0 > France:-39,G|Germany:-5 > G|Ecuador:-3 > Mexico:-6 > England:-24
M99,W91(W78(E2(Ecuador))),W92(W79(A1(South Korea))),alt,Ecuador (67%),1935,18,1756,62,368,182,G|Germany:-5 > South Korea:0 > France:-39,G|Mexico:-3 > Canada:-2 > Netherlands:-17
M99,W91(W78(E2(Ecuador))),W92(W80(L1(Croatia))),alt,Ecuador (52%),1935,18,1908,83,368,158,G|Germany:-5 > South Korea:0 > France:-39,G|England:-6 > Ivory Coast:0 > Mexico:-13
M99,W91(W78(E2(Germany))),W92(W80(L1(England))),alt,England (57%),1925,69,2020,97,351,126,G|Ecuador:-3 > Australia:0 > France:-39,G|Croatia:-2 > DR Congo:0 > Mexico:-13
M99,W91(W78(E2(Germany))),W92(W79(A1(Mexico))),alt,Germany (57%),1925,69,1867,0,351,139,G|Ecuador:-3 > Australia:0 > France:-39,Ivory Coast:0 > Netherlands:-17
M99,W91(W78(E2(Germany))),W92(W79(CEFHI3(Ivory Coast))),alt,Germany (83%),1925,69,1676,58,351,328,G|Ecuador:-3 > Australia:0 > France:-39,G|Germany:-5 > G|Ecuador:-3 > Mexico:-6 > England:-24
M99,W91(W78(E2(Germany))),W92(W79(A1(South Korea))),alt,Germany (75%),1925,69,1756,62,351,182,G|Ecuador:-3 > Australia:0 > France:-39,G|Mexico:-3 > Canada:-2 > Netherlands:-17
M99,W91(W78(E2(Germany))),W92(W80(L1(Croatia))),alt,Germany (61%),1925,69,1908,83,351,158,G|Ecuador:-3 > Australia:0 > France:-39,G|England:-6 > Ivory Coast:0 > Mexico:-13
M99,W91(W78(I2(France))),W92(W80(L1(England))),alt,France (65%),2081,73,2020,97,251,126,G|Norway:-5 > G|Senegal:-4 > Egypt:0 > Germany:-21,G|Croatia:-2 > DR Congo:0 > Mexico:-13
M99,W91(W78(I2(France))),W92(W79(A1(Mexico))),alt,France (77%),2081,73,1867,0,251,139,G|Norway:-5 > G|Senegal:-4 > Egypt:0 > Germany:-21,Ivory Coast:0 > Netherlands:-17
M99,W91(W78(I2(France))),W92(W79(CEFHI3(Ivory Coast))),alt,France (92%),2081,73,1676,58,251,328,G|Norway:-5 > G|Senegal:-4 > Egypt:0 > Germany:-21,G|Germany:-5 > G|Ecuador:-3 > Mexico:-6 > England:-24
M99,W91(W78(I2(France))),W92(W79(A1(South Korea))),alt,France (88%),2081,73,1756,62,251,182,G|Norway:-5 > G|Senegal:-4 > Egypt:0 > Germany:-21,G|Mexico:-3 > Canada:-2 > Netherlands:-17
M99,W91(W78(I2(France))),W92(W80(L1(Croatia))),alt,France (80%),2081,73,1908,83,251,158,G|Norway:-5 > G|Senegal:-4 > Egypt:0 > Germany:-21,G|England:-6 > Ivory Coast:0 > Mexico:-13
M99,W91(W78(I2(Senegal))),W92(W80(L1(England))),alt,England (63%),1867,58,2020,97,318,126,G|France:-10 > G|Norway:-5 > Germany:-11 > Brazil:-13,G|Croatia:-2 > DR Congo:0 > Mexico:-13
M99,W91(W78(I2(Senegal))),W92(W79(A1(Mexico))),alt,Senegal (50%),1867,58,1867,0,318,139,G|France:-10 > G|Norway:-5 > Germany:-11 > Brazil:-13,Ivory Coast:0 > Netherlands:-17
M99,W91(W78(I2(Senegal))),W92(W79(CEFHI3(Ivory Coast))),alt,Senegal (79%),1867,58,1676,58,318,328,G|France:-10 > G|Norway:-5 > Germany:-11 > Brazil:-13,G|Germany:-5 > G|Ecuador:-3 > Mexico:-6 > England:-24
M99,W91(W78(I2(Senegal))),W92(W79(A1(South Korea))),alt,Senegal (70%),1867,58,1756,62,318,182,G|France:-10 > G|Norway:-5 > Germany:-11 > Brazil:-13,G|Mexico:-3 > Canada:-2 > Netherlands:-17
M99,W91(W78(I2(Senegal))),W92(W80(L1(Croatia))),alt,Senegal (55%),1867,58,1908,83,318,158,G|France:-10 > G|Norway:-5 > Germany:-11 > Brazil:-13,G|England:-6 > Ivory Coast:0 > Mexico:-13
M99,W91(W76(F2(Japan))),W92(W80(L1(England))),alt,England (59%),1906,79,2020,97,88,126,G|Netherlands:-4 > Brazil:-6 > South Korea:0,G|Croatia:-2 > DR Congo:0 > Mexico:-13
M99,W91(W76(F2(Japan))),W92(W79(A1(Mexico))),alt,Japan (55%),1906,79,1867,0,88,139,G|Netherlands:-4 > Brazil:-6 > South Korea:0,Ivory Coast:0 > Netherlands:-17
M99,W91(W76(F2(Japan))),W92(W79(CEFHI3(Ivory Coast))),alt,Japan (82%),1906,79,1676,58,88,328,G|Netherlands:-4 > Brazil:-6 > South Korea:0,G|Germany:-5 > G|Ecuador:-3 > Mexico:-6 > England:-24
