match_id,team1,team2
M87,K1(Colombia),DEIJL3(Turkey)
M87,K1(Colombia),DEIJL3(USA)
M87,K1(Colombia),DEIJL3(Australia)
M87,K1(Colombia),DEIJL3(Paraguay)
M87,K1(Colombia),DEIJL3(Germany)
M87,K1(Colombia),DEIJL3(Ecuador)
M87,K1(Colombia),DEIJL3(Ivory Coast)
M87,K1(Colombia),DEIJL3(Curacao)
M87,K1(Colombia),DEIJL3(Senegal)
M87,K1(Colombia),DEIJL3(Norway)
M87,K1(Colombia),DEIJL3(Iraq)
M87,K1(Colombia),DEIJL3(Argentina)
M87,K1(Colombia),DEIJL3(Austria)
M87,K1(Colombia),DEIJL3(Algeria)
M87,K1(Colombia),DEIJL3(Jordan)
M87,K1(Colombia),DEIJL3(England)
M87,K1(Colombia),DEIJL3(Croatia)
M87,K1(Colombia),DEIJL3(Ghana)
M87,K1(Colombia),DEIJL3(Panama)
M87,K1(Uzbekistan),DEIJL3(Turkey)
M87,K1(Uzbekistan),DEIJL3(USA)
M87,K1(Uzbekistan),DEIJL3(Australia)
M87,K1(Uzbekistan),DEIJL3(Paraguay)
M87,K1(Uzbekistan),DEIJL3(Germany)
M87,K1(Uzbekistan),DEIJL3(Ecuador)
M87,K1(Uzbekistan),DEIJL3(Ivory Coast)
M87,K1(Uzbekistan),DEIJL3(Curacao)
M87,K1(Uzbekistan),DEIJL3(Senegal)
M87,K1(Uzbekistan),DEIJL3(Norway)
M87,K1(Uzbekistan),DEIJL3(Iraq)
M87,K1(Uzbekistan),DEIJL3(Argentina)
M87,K1(Uzbekistan),DEIJL3(Austria)
M87,K1(Uzbekistan),DEIJL3(Algeria)
M87,K1(Uzbekistan),DEIJL3(Jordan)
M87,K1(Uzbekistan),DEIJL3(England)
M87,K1(Uzbekistan),DEIJL3(Croatia)
M87,K1(Uzbekistan),DEIJL3(Ghana)
M87,K1(Uzbekistan),DEIJL3(Panama)
M87,K1(DR Congo),DEIJL3(Turkey)
M87,K1(DR Congo),DEIJL3(USA)
M87,K1(DR Congo),DEIJL3(Australia)
M87,K1(DR Congo),DEIJL3(Paraguay)
M87,K1(DR Congo),DEIJL3(Germany)
M87,K1(DR Congo),DEIJL3(Ecuador)
M87,K1(DR Congo),DEIJL3(Ivory Coast)
M87,K1(DR Congo),DEIJL3(Curacao)
M87,K1(DR Congo),DEIJL3(Senegal)
M87,K1(DR Congo),DEIJL3(Norway)
M87,K1(DR Congo),DEIJL3(Iraq)
M87,K1(DR Congo),DEIJL3(Argentina)
M87,K1(DR Congo),DEIJL3(Austria)
M87,K1(DR Congo),DEIJL3(Algeria)
M87,K1(DR Congo),DEIJL3(Jordan)
M87,K1(DR Congo),DEIJL3(England)
M87,K1(DR Congo),DEIJL3(Croatia)
M87,K1(DR Congo),DEIJL3(Ghana)
M87,K1(DR Congo),DEIJL3(Panama)
M88,D2(Turkey),G2(Belgium)
M88,D2(Turkey),G2(Egypt)
M88,D2(Turkey),G2(New Zealand)
M88,D2(Turkey),G2(Iran)
M88,D2(USA),G2(Belgium)
M88,D2(USA),G2(Egypt)
M88,D2(USA),G2(New Zealand)
M88,D2(USA),G2(Iran)
M88,D2(Australia),G2(Belgium)
M88,D2(Australia),G2(Egypt)
M88,D2(Australia),G2(New Zealand)
M88,D2(Australia),G2(Iran)
M88,D2(Paraguay),G2(Belgium)
M88,D2(Paraguay),G2(Egypt)
M88,D2(Paraguay),G2(New Zealand)
M88,D2(Paraguay),G2(Iran)
