tournament,matches,outcome_brier,log_loss,predicted_goals,actual_goals,predicted_over_2_5,actual_over_2_5,predicted_favourite_wins,actual_favourite_wins,predicted_draws,actual_draws,predicted_upsets,actual_upsets,qualifier_brier,quarter_brier,semi_brier,final_brier,champion_brier,correct_group_winners,groups,correct_qualifiers,qualifiers,exact_positions,teams,champion,champion_rank,champion_probability
world_cup_2022,48,0.6277,1.0952,2.6682,2.5000,0.4975,0.3958,27.3436,25,10.8288,10,9.8276,13,0.2071,0.1107,0.1037,0.0480,0.0233,6,8,9,16,15,32,Argentina,2,19.1000
